source	target	depth
restitution	reparations (website)	3
restitution	war reparations	3
restitution	reparations for slavery	3
restitution	slavery reparations scam	3
restitution	the national coalition of blacks for reparations in america	3
restitution	reparations (transitional justice)	3
the national coalition of blacks for reparations in america	h.r. 40 - commission to study and develop reparation proposals for african-americans act	3
the national coalition of blacks for reparations in america	reparations for slavery	3
the national coalition of blacks for reparations in america	history of slavery in the united states	3
the national coalition of blacks for reparations in america	civil liberties act of 1988	3
the national coalition of blacks for reparations in america	reparations agreement between israel and west germany	3
the national coalition of blacks for reparations in america	racism in the united states	3
the national coalition of blacks for reparations in america	redistribution of income and wealth	3
the national coalition of blacks for reparations in america	slavery	3
reparations agreement between israel and west germany	claims conference	3
reparations agreement between israel and west germany	international commission on holocaust era insurance claims	3
reparations agreement between israel and west germany	foundation "remembrance, responsibility and future"	3
reparations agreement between israel and west germany	wiedergutmachung	3
reparations agreement between israel and west germany	legal remedy	3
reparations agreement between israel and west germany	restitution	3
reparations agreement between israel and west germany	reparation (legal)	3
reparations agreement between israel and west germany	reparations (transitional justice)	3
reparations agreement between israel and west germany	world war i reparations	3
reparations agreement between israel and west germany	war reparations	3
reparations agreement between israel and west germany	reparations for slavery	3
world war ii	lists of world war ii topics	3
internment of japanese americans	american propaganda during world war ii	3
internment of japanese americans	propaganda for japanese-american internment	3
internment of japanese americans	arizona during world war ii	3
internment of japanese americans	california during world war ii	3
internment of japanese americans	day of remembrance (japanese americans)	3
internment of japanese americans	empty chair memorial	3
internment of japanese americans	japanese american service in world war ii	3
internment of japanese americans	100th infantry battalion (united states)	3
internment of japanese americans	522nd field artillery battalion	3
internment of japanese americans	death marches (holocaust)	3
internment of japanese americans	442nd regimental combat team	3
internment of japanese americans	lost battalion (europe, world war ii)	3
internment of japanese americans	military intelligence service (united states)	3
internment of japanese americans	varsity victory volunteers	3
internment of japanese americans	japanese evacuation and resettlement study	3
internment of japanese americans	mochizuki v. united states	3
internment of japanese americans	population transfer	3
internment of japanese americans	trump administration family separation policy	3
japanese americans	chicago shimpo	3
japanese americans	day of remembrance (japanese americans)	3
japanese americans	go for broke monument	3
japanese americans	japanese american citizens league	3
japanese americans	japanese american national library	3
japanese americans	japanese american national museum	3
japanese americans	japanese american service in world war ii	3
japanese americans	442nd infantry regiment (united states)	3
japanese americans	100th infantry battalion (united states)	3
japanese americans	military intelligence service (united states)	3
japanese americans	japanese community youth council	3
japanese americans	japanese in chicago	3
japanese americans	history of the japanese in los angeles	3
japanese americans	japanese in new york city	3
japanese americans	japanese argentines	3
japanese americans	japanese brazilians	3
japanese americans	japanese chileans	3
japanese americans	japanese colombians	3
japanese americans	japanese mexicans	3
japanese americans	japanese peruvians	3
japanese americans	japanese settlement in the philippines	3
japanese americans	japanese canadians	3
japanese americans	japanese australians	3
japanese americans	japanese new zealanders	3
japanese americans	japanese in the united kingdom	3
japanese americans	model minority	3
japanese americans	nisei baseball research project	3
japanese americans	pacific movement of the eastern world	3
civil liberties act of 1988	commission on wartime relocation and internment of civilians	3
civil liberties act of 1988	day of remembrance (japanese americans)	3
civil liberties act of 1988	go for broke monument	3
civil liberties act of 1988	grayce uyehara	3
civil liberties act of 1988	japanese american memorial to patriotism during world war ii	3
civil liberties act of 1988	japanese american national library	3
civil liberties act of 1988	manzanar	3
h.r. 40 - commission to study and develop reparation proposals for african-americans act	john conyers	3
h.r. 40 - commission to study and develop reparation proposals for african-americans act	the national coalition of blacks for reparations in america	3
h.r. 40 - commission to study and develop reparation proposals for african-americans act	racism in the united states	3
h.r. 40 - commission to study and develop reparation proposals for african-americans act	reparations for slavery	3
h.r. 40 - commission to study and develop reparation proposals for african-americans act	slavery	3
treatment of slaves in the united states	delphine lalaurie	3
treatment of slaves in the united states	forty acres and a mule	3
treatment of slaves in the united states	freedmen's bureau	3
treatment of slaves in the united states	lumpkin's jail	3
treatment of slaves in the united states	sexual slavery	3
treatment of slaves in the united states	slave iron bit	3
treatment of slaves in the united states	federal writers' project slave narratives (1936-1938)	3
treatment of slaves in the united states	@ https://www.loc.gov/collections/slave-narratives-from-the-federal-writers-project-1936-to-1938/about-this-collection/	3
history of slavery in the united states	abolition of slavery timeline	3
history of slavery in the united states	american descendants of slavery (ados)	3
history of slavery in the united states	american slave court cases	3
history of slavery in the united states	the bible and slavery	3
history of slavery in the united states	education during the slave period	3
history of slavery in the united states	historiography of the united states	3
history of slavery in the united states	human trafficking in the united states	3
history of slavery in the united states	old slave mart	3
history of slavery in the united states	origins of the american civil war	3
history of slavery in the united states	reparations for slavery debate in the united states	3
history of slavery in the united states	reverse underground railroad	3
history of slavery in the united states	slave health on plantations in the united states	3
history of slavery in the united states	slave narrative	3
history of slavery in the united states	slavery among native americans in the united states	3
history of slavery in the united states	slavery at american colleges and universities	3
history of slavery in the united states	slavery in the spanish new world colonies	3
history of slavery in the united states	trail of tears	3
history of slavery in the united states	triangular trade	3
history of slavery in the united states	history of slavery in alabama	3
history of slavery in the united states	history of slavery in alaska	3
history of slavery in the united states	history of slavery in california	3
history of slavery in the united states	history of slavery in connecticut	3
history of slavery in the united states	history of slavery in delaware	3
history of slavery in the united states	slavery in the district of columbia	3
history of slavery in the united states	history of slavery in florida	3
history of slavery in the united states	history of slavery in georgia (u.s. state)	3
history of slavery in the united states	history of slavery in illinois	3
history of slavery in the united states	history of slavery in indiana	3
history of slavery in the united states	history of slavery in kansas	3
history of slavery in the united states	history of slavery in kentucky	3
history of slavery in the united states	history of slavery in louisiana	3
history of slavery in the united states	history of slavery in maine	3
history of slavery in the united states	history of slavery in maryland	3
history of slavery in the united states	history of slavery in massachusetts	3
history of slavery in the united states	history of slavery in missouri	3
history of slavery in the united states	history of slavery in nebraska	3
history of slavery in the united states	history of slavery in new hampshire	3
history of slavery in the united states	history of slavery in new jersey	3
history of slavery in the united states	history of slavery in new mexico	3
history of slavery in the united states	history of slavery in new york	3
history of slavery in the united states	history of slavery in ohio	3
history of slavery in the united states	history of slavery in pennsylvania	3
history of slavery in the united states	history of slavery in rhode island	3
history of slavery in the united states	history of slavery in texas	3
history of slavery in the united states	history of slavery in utah	3
history of slavery in the united states	history of slavery in vermont	3
history of slavery in the united states	history of slavery in virginia	3
history of slavery in the united states	history of slavery in west virginia	3
history of slavery in the united states	history of slavery in arizona	3
history of slavery in the united states	history of slavery in arkansas	3
history of slavery in the united states	history of slavery in colorado	3
history of slavery in the united states	history of slavery in hawaii	3
history of slavery in the united states	history of slavery in idaho	3
history of slavery in the united states	history of slavery in iowa	3
history of slavery in the united states	history of slavery in michigan	3
history of slavery in the united states	history of slavery in minnesota	3
history of slavery in the united states	history of slavery in mississippi	3
history of slavery in the united states	history of slavery in montana	3
history of slavery in the united states	history of slavery in nevada	3
history of slavery in the united states	history of slavery in north carolina	3
history of slavery in the united states	history of slavery in north dakota	3
history of slavery in the united states	history of slavery in oklahoma	3
history of slavery in the united states	history of slavery in oregon	3
history of slavery in the united states	history of slavery in south carolina	3
history of slavery in the united states	history of slavery in south dakota	3
history of slavery in the united states	history of slavery in tennessee	3
history of slavery in the united states	history of slavery in washington	3
history of slavery in the united states	history of slavery in wisconsin	3
history of slavery in the united states	history of slavery in wyoming	3
slavery in the united states	abolition of slavery timeline	3
slavery in the united states	american descendants of slavery (ados)	3
slavery in the united states	american slave court cases	3
slavery in the united states	the bible and slavery	3
slavery in the united states	education during the slave period	3
slavery in the united states	historiography of the united states	3
slavery in the united states	human trafficking in the united states	3
slavery in the united states	old slave mart	3
slavery in the united states	origins of the american civil war	3
slavery in the united states	reparations for slavery debate in the united states	3
slavery in the united states	reverse underground railroad	3
slavery in the united states	slave health on plantations in the united states	3
slavery in the united states	slave narrative	3
slavery in the united states	slavery among native americans in the united states	3
slavery in the united states	slavery at american colleges and universities	3
slavery in the united states	slavery in the spanish new world colonies	3
slavery in the united states	trail of tears	3
slavery in the united states	triangular trade	3
slavery in the united states	history of slavery in alabama	3
slavery in the united states	history of slavery in alaska	3
slavery in the united states	history of slavery in california	3
slavery in the united states	history of slavery in connecticut	3
slavery in the united states	history of slavery in delaware	3
slavery in the united states	slavery in the district of columbia	3
slavery in the united states	history of slavery in florida	3
slavery in the united states	history of slavery in georgia (u.s. state)	3
slavery in the united states	history of slavery in illinois	3
slavery in the united states	history of slavery in indiana	3
slavery in the united states	history of slavery in kansas	3
slavery in the united states	history of slavery in kentucky	3
slavery in the united states	history of slavery in louisiana	3
slavery in the united states	history of slavery in maine	3
slavery in the united states	history of slavery in maryland	3
slavery in the united states	history of slavery in massachusetts	3
slavery in the united states	history of slavery in missouri	3
slavery in the united states	history of slavery in nebraska	3
slavery in the united states	history of slavery in new hampshire	3
slavery in the united states	history of slavery in new jersey	3
slavery in the united states	history of slavery in new mexico	3
slavery in the united states	history of slavery in new york	3
slavery in the united states	history of slavery in ohio	3
slavery in the united states	history of slavery in pennsylvania	3
slavery in the united states	history of slavery in rhode island	3
slavery in the united states	history of slavery in texas	3
slavery in the united states	history of slavery in utah	3
slavery in the united states	history of slavery in vermont	3
slavery in the united states	history of slavery in virginia	3
slavery in the united states	history of slavery in west virginia	3
slavery in the united states	history of slavery in arizona	3
slavery in the united states	history of slavery in arkansas	3
slavery in the united states	history of slavery in colorado	3
slavery in the united states	history of slavery in hawaii	3
slavery in the united states	history of slavery in idaho	3
slavery in the united states	history of slavery in iowa	3
slavery in the united states	history of slavery in michigan	3
slavery in the united states	history of slavery in minnesota	3
slavery in the united states	history of slavery in mississippi	3
slavery in the united states	history of slavery in montana	3
slavery in the united states	history of slavery in nevada	3
slavery in the united states	history of slavery in north carolina	3
slavery in the united states	history of slavery in north dakota	3
slavery in the united states	history of slavery in oklahoma	3
slavery in the united states	history of slavery in oregon	3
slavery in the united states	history of slavery in south carolina	3
slavery in the united states	history of slavery in south dakota	3
slavery in the united states	history of slavery in tennessee	3
slavery in the united states	history of slavery in washington	3
slavery in the united states	history of slavery in wisconsin	3
slavery in the united states	history of slavery in wyoming	3
american descendants of slavery	african-american culture	3
american descendants of slavery	history of civil rights in the united states	3
american descendants of slavery	people of african descent	3
american descendants of slavery	race and ethnicity in the united states	3
american descendants of slavery	reparations for slavery debate in the united states	3
american descendants of slavery	slavery in the united states	3
police brutality	authoritarian personality	3
police brutality	civil liberties	3
police brutality	civil rights	3
police brutality	suicide by cop	3
police brutality	high speed pursuit syndrome	3
police brutality	international day against police brutality	3
police brutality	legal observer	3
police brutality	photography is not a crime	3
police brutality	police misconduct	3
police brutality	police riot	3
police brutality	prisoner abuse	3
police brutality	rough ride (police brutality)	3
police brutality	christopher commission	3
police brutality	copwatch	3
police brutality	pitchess motion	3
voting bloc	political alliance	3
voting bloc	political party	3
voting bloc	votebank	3
turkophobia	tatarophobia	3
turkophobia	turkophilia	3
turkophobia	islamophobia	3
turkophobia	persecution of muslims	3
turkophobia	red jews	3
turkophobia	insulting turkishness	3
turkophobia	remove kebab	3
tribalism	amity-enmity complex	3
tribalism	chauvinism	3
tribalism	clan	3
tribalism	clique	3
tribalism	cult	3
tribalism	communitarianism	3
tribalism	community	3
tribalism	engaged theory	3
tribalism	esprit de corps	3
tribalism	ethnocentrism	3
tribalism	fandom	3
tribalism	gang	3
tribalism	gang violence	3
tribalism	groupthink	3
tribalism	herd mentality	3
tribalism	identitarianism	3
tribalism	identity politics	3
tribalism	ingroups and outgroups	3
tribalism	jingoism	3
tribalism	nationalism	3
tribalism	neotribalism	3
tribalism	partisanship	3
tribalism	racism	3
tribalism	religion	3
tribalism	sectarianism	3
tribalism	sports violence	3
tribalism	tribe	3
tribalism	xenophobia	3
toxic masculinity	machismo	3
toxic masculinity	male privilege	3
toxic masculinity	patriarchy	3
toxic masculinity	sexism	3
standpoint theory	co-cultural communication theory	3
standpoint theory	critical race theory	3
standpoint theory	cultural studies	3
standpoint theory	groupthink	3
standpoint theory	intersectionality	3
standpoint theory	muted group theory	3
standpoint theory	perspectivism	3
standpoint theory	standpoint feminism	3
standpoint theory	spiral of silence	3
social conflict theory	identity politics	3
social conflict theory	iron law of oligarchy	3
social conflict theory	group decision-making	3
social conflict theory	evidence-based policy	3
social conflict theory	autonomy	3
separatism	lists of active separatist movements	3
separatism	lists of ethnic groups	3
separatism	annexation	3
separatism	autonomism (political doctrine)	3
separatism	ethnic nationalism	3
separatism	ethnic minority	3
